236,12/20/2012,\N,15,Retiro,266,12/22/2012,Pago Posterior,Terminada,\N
237,12/20/2012,\N,7,Retiro,38,12/22/2012,Pago Contra Entrega,Terminada,\N
238,12/20/2012,\N,5,Venta,38,12/22/2012,Pago Posterior,Terminada,\N
239,12/20/2012,\N,5,Soporte,40,12/22/2012,Pago ya Efectuado,Terminada,\N
240,12/21/2012,\N,7,Venta,283,12/23/2012,Pago Contra Entrega,Terminada,\N
241,12/21/2012,\N,4,Soporte,4,12/23/2012,Pago Posterior,Terminada,\N
242,12/21/2012,\N,4,Soporte,27,12/23/2012,Pago Posterior,Terminada,\N
243,12/21/2012,\N,14,Venta,238,12/23/2012,Pago Posterior,Anulada,\N
244,12/21/2012,\N,4,Soporte,199,12/23/2012,Pago Posterior,Terminada,\N
245,12/21/2012,\N,14,Venta,238,12/23/2012,Pago Posterior,Terminada,\N
246,12/26/2012,\N,5,Venta,80,12/28/2012,Pago Posterior,Terminada,\N
247,12/26/2012,\N,5,Venta,211,12/28/2012,Pago Contra Entrega,Terminada,\N
248,12/26/2012,\N,15,Venta,85,12/28/2012,Pago Posterior,Terminada,\N
249,12/26/2012,\N,16,Venta,156,12/28/2012,Pago Contra Entrega,Terminada,\N
250,12/26/2012,\N,4,Retiro,199,12/28/2012,Pago Posterior,Terminada,\N
251,12/26/2012,\N,14,Retiro,269,12/28/2012,Pago Posterior,Terminada,\N
252,12/26/2012,\N,7,Venta,168,12/28/2012,Pago ya Efectuado,Terminada,\N
253,12/26/2012,\N,7,Venta,3,12/28/2012,Pago Contra Entrega,Terminada,\N
254,12/27/2012,\N,7,Venta,3,12/29/2012,Pago Contra Entrega,Terminada,\N
255,12/27/2012,\N,7,Venta,168,12/29/2012,Pago ya Efectuado,Terminada,\N
256,12/27/2012,\N,7,Venta,168,12/29/2012,Pago ya Efectuado,Terminada,\N
257,12/27/2012,\N,15,Retiro,273,12/29/2012,Pago Posterior,Terminada,\N
258,12/27/2012,\N,5,Venta,187,12/29/2012,Pago Contra Entrega,Terminada,
259,12/27/2012,\N,5,Venta,277,12/29/2012,Pago Posterior,Terminada,\N
260,12/27/2012,\N,5,Venta,187,12/29/2012,Pago Contra Entrega,Terminada,\N
261,12/28/2012,\N,7,Venta,259,12/30/2012,Pago Posterior,Terminada,\N
262,12/28/2012,\N,7,Venta,168,12/30/2012,Pago ya Efectuado,Terminada,\N
263,12/28/2012,\N,15,Venta,275,12/30/2012,Pago Posterior,Terminada,\N
264,12/28/2012,\N,15,Retiro,275,12/30/2012,Pago Posterior,Terminada,\N
265,12/28/2012,\N,7,Venta,165,12/30/2012,Pago Contra Entrega,Terminada,\N
266,1/2/2013,\N,14,Venta,242,1/4/2013,Pago Posterior,Terminada,\N
267,1/2/2013,\N,4,Venta,230,1/4/2013,Pago Posterior,Terminada,\N
268,1/2/2013,\N,4,Venta,272,1/4/2013,Pago Posterior,Terminada,\N
269,1/2/2013,\N,4,Retiro,235,1/4/2013,Pago Contra Entrega,Terminada,\N
270,1/2/2013,\N,14,Venta,49,1/4/2013,Pago Posterior,Anulada,\N
271,1/3/2013,\N,7,Venta,145,1/5/2013,Pago Contra Entrega,Terminada,\N
272,1/3/2013,\N,16,Soporte,3,1/5/2013,Pago ya Efectuado,Terminada,\N
273,1/3/2013,\N,5,Soporte,211,1/5/2013,Pago ya Efectuado,Terminada,\N
274,1/3/2013,\N,7,Venta,90,1/5/2013,Pago Contra Entrega,Terminada,\N
275,1/3/2013,\N,7,Retiro,90,1/5/2013,Pago Contra Entrega,Terminada,\N
276,1/4/2013,\N,7,Prestamo,284,1/6/2013,Pago Posterior,Terminada,\N
277,1/4/2013,\N,4,Retiro,199,1/6/2013,Pago Posterior,Terminada,\N
278,1/4/2013,\N,7,Venta,285,1/6/2013,Pago Posterior,Terminada,\N
279,1/4/2013,\N,7,Venta,3,1/6/2013,Pago Contra Entrega,Terminada,\N
280,1/7/2013,\N,15,Venta,41,1/9/2013,Pago Posterior,Terminada,\N
281,1/7/2013,\N,5,Retiro,117,1/9/2013,Pago Contra Entrega,Terminada,\N
282,1/7/2013,\N,4,Venta,4,1/9/2013,Pago Posterior,Terminada,\N
283,1/7/2013,\N,4,Venta,4,1/9/2013,Pago Posterior,Terminada,\N
284,1/7/2013,\N,4,Venta,4,1/9/2013,Pago Posterior,Terminada,\N
285,1/7/2013,\N,5,Prestamo,277,1/9/2013,Pago Posterior,Terminada,\N
286,1/8/2013,\N,15,Venta,268,1/10/2013,Pago Posterior,Terminada,\N
287,1/8/2013,\N,14,Prestamo,286,1/10/2013,Pago Posterior,Terminada,\N
288,1/8/2013,\N,16,Soporte,3,1/10/2013,Pago ya Efectuado,Terminada,\N
289,1/8/2013,\N,7,Venta,287,1/10/2013,Pago ya Efectuado,Terminada,\N
290,1/8/2013,\N,5,Venta,111,1/10/2013,Pago Contra Entrega,Terminada,\N
291,1/8/2013,\N,15,Retiro,275,1/10/2013,Pago Posterior,Terminada,\N
292,1/8/2013,\N,5,Venta,79,1/10/2013,Pago Contra Entrega,Terminada,\N
293,1/8/2013,\N,14,Soporte,238,1/10/2013,Pago ya Efectuado,Terminada,\N
294,1/9/2013,\N,15,Prestamo,288,1/11/2013,Pago Posterior,Terminada,\N
295,1/9/2013,\N,15,Venta,41,1/11/2013,Pago Posterior,Terminada,\N
296,1/9/2013,\N,4,Venta,68,1/11/2013,Pago Posterior,Terminada,\N
297,1/9/2013,\N,4,Venta,199,1/11/2013,Pago Posterior,Terminada,\N
298,1/9/2013,\N,14,Prestamo,289,1/11/2013,Pago Posterior,Terminada,\N
299,1/10/2013,\N,7,Retiro,262,1/12/2013,Pago Contra Entrega,Terminada,\N
300,1/10/2013,\N,7,Retiro,3,1/12/2013,Pago Contra Entrega,Terminada,\N
301,1/10/2013,\N,7,Retiro,148,1/12/2013,Pago Contra Entrega,Terminada,\N
302,1/10/2013,\N,4,Soporte,27,1/12/2013,Pago Posterior,Terminada,\N
303,1/10/2013,\N,7,Retiro,30,1/12/2013,Pago Contra Entrega,Terminada,\N
304,1/10/2013,\N,7,Retiro,38,1/12/2013,Pago Contra Entrega,Terminada,\N
305,1/10/2013,\N,7,Retiro,86,1/12/2013,Pago Contra Entrega,Terminada,\N
306,1/10/2013,\N,7,Venta,168,1/12/2013,Pago ya Efectuado,Terminada,\N
307,1/10/2013,\N,14,Prestamo,290,1/12/2013,Pago Posterior,Terminada,\N
308,1/11/2013,\N,7,Venta,168,1/13/2013,Pago ya Efectuado,Terminada,\N
309,1/11/2013,\N,5,Venta,38,1/13/2013,Pago Posterior,Terminada,\N
310,1/14/2013,\N,4,Retiro,4,1/16/2013,Pago Posterior,Terminada,\N
311,1/14/2013,\N,4,Venta,27,1/16/2013,Pago Posterior,Terminada,\N
312,1/14/2013,\N,4,Prestamo,156,1/16/2013,Pago Posterior,Terminada,\N
313,1/14/2013,\N,15,Venta,268,1/16/2013,Pago Posterior,Terminada,\N
314,1/14/2013,\N,4,Venta,4,1/16/2013,Pago Posterior,Terminada,\N
315,1/14/2013,\N,5,Venta,10,1/16/2013,Pago Posterior,Terminada,\N
